"Amount" "Measure" "Ingredient" "NDB_No"
"1" 6 "medium (2-1/4\" to 3-1/4\" dia.)" "Potatoes, boiled, cooked without skin, flesh, without salt" 11367
"2" 3 "tbsp" "Butter, salted" 1001
"3" 1 "tsp" "Salt, table" 2047
"4" 0.33333 "cup" "Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D" 1211
"5" 0.5 "cup, fluid (yields 2 cups whipped)" "Cream, fluid, heavy whipping" 1053
"6" 0.5 "cup" "Cheese, parmesan, grated" 1032
